,Country,Year,gdp,pop_density,pop,gender_ratio,exp_imp,edu_prim,gva_ag,gva_indst,gva_servc,labor_part,unemp,energy_prod,energy_supp,internet,tourism,health,parliam_women,food_prod,cpi,mort_child,life_exp,mort_mother,pop_gain,num_child,pop_migrants,pop_unhcr,urban,ghg_emissions
354,Malta,2005,15716.0,1271.2,0.41,99.1,-3500.0,72.18536585365854,2.2461,23.0059,74.7479,48.4,6.9,0.0,91.0,41.2,1841.4634146341464,8.6909,9.2,97.1,88.9,6.9,78.5,13.0,0.5,1.5,6.0,5092.682926829269,93.6,7.77
355,Malta,2010,21005.0,1300.3,0.42,99.1,-4797.619047619048,59.48809523809524,1.6832,18.9614,79.3555,50.1,6.9,0.0,85.0,63.0,2538.095238095238,8.2099,8.7,97.9,100.0,5.8,79.4,11.0,0.5,1.4,7.9,17692.857142857145,94.1,7.48
356,Malta,2015,24703.0,1336.3,0.43,100.6,-6681.395348837209,57.265116279069765,1.2549,13.5281,85.217,54.2,5.4,2.3255813953488373,63.0,76.0,3211.6279069767443,9.3556,12.9,92.9,108.2,4.8,80.3,9.0,0.5,1.4,9.9,15162.790697674418,94.4,7.04
360,Mauritania,2005,698.0,3.0,3.13,100.4,-251.1182108626198,141.7300319488818,29.7715,32.3748,37.8537,48.6,10.6,4.7923322683706076,12.0,0.7,9.904153354632589,4.4661,3.7,100.3,75.2,75.6,60.3,750.0,2.9,5.3,1.9,9656.230031948882,42.1,2.94
361,Mauritania,2010,1202.0,3.5,3.61,100.9,30.747922437673132,147.19750692520776,21.2766,40.9035,37.8199,46.5,10.2,9.418282548476455,12.0,4.0,8.587257617728532,3.3347,22.1,108.5,100.0,72.4,61.3,723.0,2.8,5.1,2.3,7470.083102493075,46.6,2.9
362,Mauritania,2015,1155.0,4.1,4.18,101.4,-515.7894736842105,151.37822966507179,26.7375,29.0541,44.2084,46.1,9.9,7.177033492822967,13.0,15.2,7.416267942583732,4.6444,25.2,125.4,123.4,68.0,62.6,602.0,2.9,4.9,4.0,18482.775119617225,51.1,2.84
363,Mauritius,2005,5544.0,602.0,1.22,98.3,-832.7868852459017,101.28032786885245,5.6636,26.5837,67.7528,58.9,9.6,9.836065573770492,45.0,15.2,974.5901639344263,3.7228,5.7,98.5,72.9,13.4,72.1,39.0,0.6,1.9,1.6,3497.064425105124,42.1,3.71
364,Mauritius,2010,8016.0,614.8,1.25,98.3,-2042.4,93.9456,4.0931,25.2568,70.6501,58.3,7.7,8.8,50.0,28.3,1268.0,4.7143,17.1,98.7,100.0,13.2,72.8,59.0,0.4,1.7,2.0,59488.499931728606,41.6,4.33
365,Mauritius,2015,9284.0,620.4,1.26,98.1,-1569.047619047619,80.66111111111111,3.5561,21.695,74.7489,59.3,7.9,9.523809523809524,53.0,50.1,1333.3333333333333,5.7898,11.6,94.6,119.8,12.0,74.1,53.0,0.2,1.5,2.3,42402.701843601644,41.0,4.52
366,Mexico,2005,8089.0,55.8,108.47,98.9,-70.1760855536093,135.52138840232323,3.2059,34.2644,62.5297,61.0,3.6,98.79229279985249,70.0,17.2,118.01419747395593,5.8361,22.6,98.0,80.5,20.5,74.9,54.0,1.3,2.6,0.7,31.252880980916384,76.3,6.28
367,Mexico,2010,9016.0,60.4,117.32,99.1,-27.079781793385614,127.05826798499831,3.3553,33.7377,62.907,61.4,5.3,77.05421070576202,63.0,31.1,107.63723150357995,5.7514,27.6,108.3,100.0,19.9,75.7,45.0,1.6,2.4,0.8,13.407773610637573,77.8,6.19
368,Mexico,2015,9298.0,64.8,125.89,99.2,-115.93454603225038,114.36911589482882,3.3927,31.8438,64.7635,61.3,4.3,62.8644054333148,62.0,57.4,148.77273810469458,5.6528,38.0,119.5,119.4,18.8,76.5,38.0,1.4,2.3,0.9,17.682103423623797,79.3,5.98
369,Micronesia (Fed. States of),2005,2360.0,151.7,0.11,103.3,-1045.4545454545455,170.84545454545454,24.1761,5.6682,70.1558,48.06381860676468,3.5787464961527236,0.0,16.0,11.9,190.9090909090909,11.4621,0.0,99.9,77.8,37.9,67.6,134.0,-0.2,4.1,2.7,309.09090909090907,22.3,2.2824390413659015
370,Micronesia (Fed. States of),2010,2862.0,148.0,0.1,104.3,-1450.0,162.755,26.7346,7.7928,65.4725,61.7632249956472,5.356865306867863,0.0,15.0,20.0,240.0,12.9447,0.0,96.4,100.0,34.9,68.3,115.0,-0.5,3.6,2.7,340.0,22.3,2.5699300271222887
371,Micronesia (Fed. States of),2015,3018.0,149.2,0.1,105.0,-580.0,137.57999999999998,27.6811,6.5394,65.7795,63.98948685619219,5.650605472736807,0.0,20.0,31.5,250.0,12.2011,0.0,127.2,112.5,33.2,68.8,100.0,0.2,3.3,2.6,340.0,22.5,2.646837065352468
375,Mongolia,2005,1158.0,1.6,2.53,99.0,-46.6403162055336,99.29051383399211,17.8395,37.3806,44.7799,59.2,3.3,54.54545454545455,41.0,2.0,80.23715415019764,3.2351,6.8,97.0,57.3,40.8,64.1,95.0,1.0,2.1,0.5,230.43478260869566,62.5,10.13
376,Mongolia,2010,2650.0,1.7,2.71,98.5,-106.64206642066421,101.09446494464945,13.07,36.9781,49.9519,59.0,6.6,241.69741697416976,61.0,10.2,106.2730627306273,3.355,3.9,115.1,100.0,30.5,66.1,63.0,1.4,2.4,0.6,100.7380073800738,67.6,10.91
377,Mongolia,2015,3947.0,1.9,2.98,98.1,292.9530201342282,84.29664429530202,14.5405,33.7931,51.6663,60.3,4.9,219.46308724832215,91.0,22.3,93.6241610738255,3.9041,14.9,155.5,163.8,22.8,68.5,44.0,1.9,2.8,0.6,10.738255033557047,68.2,13.47
378,Montenegro,2005,3697.0,45.8,0.62,96.6,-2775.8064516129034,60.987096774193546,10.3473,22.0975,67.5552,50.6,30.3,40.32258064516129,67.0,27.1,1380.6451612903227,4.590141612210349,14.2,66.75,82.2,11.6,73.4,9.0,0.1,1.9,12.85,30699.1935483871,62.5,5.605
379,Montenegro,2010,6630.0,46.4,0.62,97.1,-2814.516129032258,56.877419354838715,9.1993,20.523,70.2776,49.5,19.7,56.45161290322581,77.0,37.5,1233.8709677419356,4.551045031655868,11.1,62.6,100.0,10.9,74.2,8.0,0.3,1.8,12.6,29443.548387096773,64.1,5.81
380,Montenegro,2015,6452.0,46.7,0.63,97.3,-2693.6507936507937,59.65873015873016,9.7508,17.3601,72.8892,50.9,17.5,47.61904761904762,67.0,68.1,1503.1746031746031,4.433235753283973,17.3,70.9,111.0,4.1,76.4,7.0,0.1,1.7,13.1,31447.619047619046,65.8,5.4
384,Morocco,2005,2049.0,68.4,30.52,97.6,-315.13761467889907,131.80209698558323,13.0984,28.9482,57.9534,50.6,11.0,2.4246395806028835,20.0,15.1,177.78505897771953,4.7647,10.8,92.9,89.7,36.6,70.0,190.0,1.1,2.7,0.2,67.69331585845347,55.2,2.07
385,Morocco,2010,2876.0,72.6,32.41,97.2,-543.4742363468066,121.7278926257328,14.44,28.6237,56.9363,49.8,9.1,2.591792656587473,23.0,52.0,252.26781857451405,5.8641,10.5,126.3,100.0,33.2,72.9,153.0,1.2,2.6,0.2,33.076211045973466,58.0,2.23
386,Morocco,2015,2907.0,78.0,34.8,97.9,-445.66091954022994,116.07448275862069,14.2788,29.4955,56.2258,47.1,9.7,1.781609195402299,23.0,57.1,223.132183908046,5.4123,17.0,142.2,106.2,28.1,74.9,121.0,1.4,2.6,0.3,125.28735632183908,60.8,2.33
387,Mozambique,2005,369.0,26.6,20.92,93.4,-31.692160611854682,188.47174952198853,25.4311,20.7209,53.848,85.0,21.7,20.506692160611852,18.0,0.9,6.596558317399617,6.4397,34.8,95.8,113.15,94.3,49.6,762.0,2.9,5.8,1.0,287.23709369024857,30.0,1.09
388,Mozambique,2010,419.0,30.8,24.22,94.4,-54.54170107349298,217.9136251032205,28.9232,18.5639,52.5129,82.5,22.2,21.345995045417013,17.0,4.2,5.573905862923204,5.059,39.2,150.7,100.0,78.1,53.2,619.0,2.9,5.7,0.9,412.55161023947153,31.8,1.09
389,Mozambique,2015,528.0,35.6,28.01,95.2,-168.22563370224918,210.71031774366296,24.5555,21.025,54.4195,78.9,25.3,28.91824348446983,19.0,16.9,7.211710103534451,5.1822,39.6,142.1,126.3,67.3,56.1,489.0,2.9,5.5,0.9,671.7600856836843,34.4,1.04
390,Myanmar,2005,246.0,74.2,48.48,95.5,38.551980198019805,102.06679042904291,46.6872,17.5122,35.8006,69.7,0.9,19.121287128712872,13.0,0.1,1.712046204620462,2.013,6.2,99.5,44.5,57.9,62.9,248.0,1.0,2.9,0.2,4878.1971947194725,27.9,1.78
391,Myanmar,2010,826.0,76.8,50.16,95.3,68.99920255183413,102.19182615629985,36.8531,26.4681,36.6789,67.4,0.8,19.31818181818182,13.0,0.3,1.8141945773524721,1.856,6.2,134.7,100.0,52.2,64.3,205.0,0.7,2.6,0.2,17133.2336523126,28.9,1.84
392,Myanmar,2015,1193.0,80.2,52.4,95.5,-89.88549618320612,96.12729007633588,26.7718,34.4688,38.7594,65.6,0.8,21.889312977099237,16.0,21.7,41.965648854961835,5.1936,6.2,135.1,129.3,45.0,66.0,178.0,0.9,2.3,0.1,27986.660305343514,29.9,1.92
393,Namibia,2005,3504.0,2.5,2.03,94.5,99.01477832512316,199.11231527093597,11.4274,27.3146,61.258,57.2,22.2,8.374384236453203,26.0,4.0,178.8177339901478,12.4025,25.0,104.2,71.4,59.4,53.8,390.0,1.4,3.8,5.2,4498.522167487685,36.6,5.05
394,Namibia,2010,5192.0,2.6,2.17,93.9,-60.36866359447005,187.34331797235023,9.1529,29.7894,61.0576,57.6,22.1,7.8341013824884795,30.0,11.6,217.97235023041475,9.4674,26.9,90.2,100.0,46.6,55.0,319.0,1.3,3.6,4.7,4040.5529953917053,41.6,5.21
395,Namibia,2015,4806.0,2.9,2.43,94.5,-1262.9629629629628,166.81748971193414,6.2897,30.5126,63.1977,60.5,19.6,8.23045267489712,32.0,25.7,222.2222222222222,9.8648,41.3,92.9,128.9,36.4,61.7,265.0,2.2,3.6,4.0,1828.395061728395,46.9,4.87
399,Nepal,2005,322.0,178.9,25.64,98.5,-55.34321372854914,157.17804212168485,35.1881,17.1307,47.6813,84.2,1.5,13.61154446177847,14.0,0.8,6.240249609984399,4.5067,31.35,100.3,96.23088086637216,52.9,64.1,444.0,1.5,3.6,2.7,21007.683307332292,15.1,1.12
400,Nepal,2010,602.0,188.5,27.02,95.2,-156.99481865284974,181.3717616580311,35.3804,15.1428,49.4767,82.9,2.1,14.211695040710586,16.0,7.9,13.989637305699482,4.9748,33.2,113.9,102.03136248835347,41.3,66.8,349.0,1.1,3.0,2.1,32987.30569948187,16.8,1.22
401,Nepal,2015,726.0,199.9,28.66,94.2,-207.6762037683182,151.26849267271456,31.7441,14.8195,53.4364,83.1,3.1,15.003489183531054,18.0,17.6,17.759944173063502,6.2193,29.5,138.3,109.34918944906644,32.8,68.9,258.0,1.2,2.3,1.8,1282.3796231681786,18.6,1.29
402,Netherlands,2005,41857.0,485.4,16.37,98.4,2395.9682345754427,78.0690287110568,2.0829,23.5683,74.3489,64.4,4.7,159.19364691508858,205.0,81.0,1072.571777642028,9.2706,36.7,99.6,92.7,4.9,78.7,11.0,0.5,1.7,10.6,8535.430665852167,82.6,12.4
403,Netherlands,2010,50744.0,494.7,16.68,98.6,3157.0143884892086,77.57883693045564,1.9795,21.9201,76.1003,64.7,4.5,178.11750599520383,209.0,90.7,1052.6378896882495,10.4029,42.0,111.6,100.0,4.1,80.2,8.0,0.4,1.7,11.0,5402.218225419664,87.1,12.01
404,Netherlands,2015,45179.0,502.3,16.94,98.9,2891.5584415584412,71.31275088547815,1.9165,20.2123,77.8713,64.1,6.9,118.29988193624557,179.0,91.7,1036.4817001180636,10.395,37.3,116.1,109.3,3.5,81.3,7.0,0.3,1.7,11.8,5462.927981109799,90.2,11.09
407,New Caledonia,2005,26801.0,12.7,0.23,101.1,-2869.565217391304,213.1787043946744,1.6822,26.6118,71.706,65.5,15.8,4.3478260869565215,161.0,32.4,647.8260869565217,6.278948481010567,13.71104077592107,100.2,103.15,17.4,74.1,45.04433648852586,1.8,2.3,23.8,20305.138828787338,64.0,11.182902826080268
408,New Caledonia,2010,37266.0,13.7,0.25,102.9,-8144.0,1140.825908037158,1.3545,25.5451,73.1004,63.1,14.2,4.0,184.0,42.0,904.0,7.155701375177953,28.444579490455407,98.1,100.0,15.1,75.2,21.38429315777444,1.5,2.3,24.4,53837.16028503559,67.1,13.884047322291517
409,New Caledonia,2015,34094.0,14.7,0.27,101.9,-4781.481481481481,805.9753314459907,1.4298,26.0053,72.5649,63.0,14.6,7.4074074074074066,228.0,74.0,911.1111111111111,5.531522543439855,21.59975385160577,103.8,106.3,13.0,76.3,41.16404982531772,1.4,2.2,23.9,45072.28945258208,69.4,17.476507479497673
410,New Zealand,2005,27741.0,15.7,4.14,96.0,-1087.9227053140098,85.22826086956523,4.87,25.8088,69.3212,67.2,3.8,137.92270531400968,181.0,62.7,1566.6666666666667,8.2735,28.3,99.1,87.0,5.4,79.1,14.0,1.4,1.9,20.3,1378.985507246377,86.3,18.77
411,New Zealand,2010,33543.0,16.6,4.37,96.5,177.116704805492,79.74645308924485,7.146,23.0001,69.8539,67.2,6.1,175.97254004576658,190.0,80.5,1492.6773455377574,9.5884,33.6,105.0,100.0,5.0,80.3,13.0,1.1,2.1,21.7,577.5743707093822,86.2,16.86
412,New Zealand,2015,38402.0,17.5,4.61,96.7,-470.9327548806941,79.89284164859001,4.9089,23.2387,71.8525,68.3,5.4,167.89587852494577,205.0,88.2,2050.325379609544,9.3066,31.4,120.1,107.9,4.4,81.3,11.0,1.1,2.0,22.5,347.07158351409976,86.3,16.62
413,Nicaragua,2005,1171.0,44.7,5.38,97.5,-310.4089219330855,175.66710037174724,17.8021,22.8668,59.3311,62.5,5.4,11.524163568773234,22.0,2.6,38.28996282527881,5.5138,20.7,102.1,62.9,26.4,70.9,190.0,1.4,2.8,0.6,42.37918215613383,55.9,2.43
414,Nicaragua,2010,1526.0,47.7,5.74,97.1,-408.1881533101045,160.93118466898954,18.7271,24.2253,57.0476,64.4,7.8,11.498257839721253,22.0,10.0,54.70383275261324,6.5016,20.7,119.1,100.0,24.0,72.8,166.0,1.3,2.6,0.7,13.240418118466899,56.9,2.42
415,Nicaragua,2015,2073.0,50.5,6.08,97.2,-197.20394736842104,153.68700657894738,17.6847,27.1545,55.1609,66.2,4.5,15.131578947368421,27.0,19.7,86.84210526315789,7.9156,39.1,125.2,136.9,20.0,74.5,150.0,1.2,2.3,0.7,64.3092105263158,57.9,2.37
416,Niger,2005,247.0,10.8,13.62,99.3,-18.355359765051396,78.12452276064612,45.5255,11.7798,42.6947,79.3,3.1,5.139500734214391,6.0,0.2,3.2305433186490458,7.4939,12.4,102.1,88.5,88.1,51.4,723.0,3.6,7.7,0.9,28.340675477239355,16.2,1.44
417,Niger,2010,348.0,13.0,16.43,99.9,-109.19050517346318,105.07924528301886,43.8295,16.7362,39.4343,79.2,0.9,3.408399269628728,4.0,0.8,6.451612903225807,6.5127,9.7,146.6,100.0,74.8,54.9,657.0,3.7,7.6,0.8,20.51125989044431,16.2,1.49
418,Niger,2015,364.0,15.7,19.9,100.4,-83.86934673366835,122.8632663316583,38.7344,19.3962,41.8694,78.9,0.3,4.974874371859297,5.0,2.5,4.020100502512563,7.091,13.3,161.0,105.8,65.8,58.5,553.0,3.8,7.4,1.3,10160.100502512563,16.2,1.44
419,Nigeria,2005,1299.0,152.6,138.94,102.0,243.49359435727652,159.1725349071542,25.5858,23.7098,50.7044,54.8,4.3,70.05901828127249,31.0,3.5,1.0004318410824817,3.8136,4.7,99.6,61.9,104.0,46.9,946.0,2.5,6.1,0.7,91.61508564848135,39.1,2.05
420,Nigeria,2010,2327.0,174.1,158.58,102.3,266.95043511161555,135.94691007693277,23.8937,25.3175,50.7888,55.0,3.9,66.81170387186278,34.0,11.5,4.6411905662756965,3.2597,7.0,105.3,100.0,89.9,49.7,867.0,2.6,5.9,0.6,66.81800983730609,43.5,1.79
421,Nigeria,2015,2730.0,198.9,181.18,102.6,83.87239209625787,120.52625289767082,20.8582,20.3819,58.7598,55.1,4.3,58.52191191080693,33.0,24.5,2.6051440556352796,3.5726,6.7,120.6,158.9,76.3,51.9,814.0,2.7,5.7,0.7,8335.384700298046,47.8,1.77
425,Norway,2005,66645.0,12.7,4.63,98.5,10425.701943844493,92.79740820734341,1.5739,42.5788,55.8473,65.4,4.4,2024.1900647948164,241.0,82.0,916.414686825054,8.3328,38.2,99.1,89.3,3.5,79.3,7.0,0.6,1.8,7.8,9541.4686825054,77.7,10.41
426,Norway,2010,87831.0,13.4,4.89,100.0,10905.316973415134,86.71820040899796,1.7597,39.0033,59.2371,65.7,3.5,1786.5030674846628,257.0,93.4,1083.6400817995911,8.8978,39.6,102.1,100.0,3.0,80.6,6.0,1.1,1.9,10.8,11428.016359918201,79.1,10.09
427,Norway,2015,74361.0,14.2,5.2,101.4,5309.038461538461,82.85846153846153,1.7235,34.7607,63.5158,64.9,4.3,1660.0,232.0,96.8,1225.0,10.1089,39.6,107.5,108.6,2.4,81.6,5.0,1.2,1.8,14.4,10562.5,81.1,9.18
428,Oman,2005,12377.0,8.1,2.51,130.2,3873.306772908367,124.35099601593626,1.5808,62.1319,36.2873,55.8,4.2,938.6454183266933,183.0,6.7,249.800796812749,2.5871,2.4,111.7,76.1,14.6,73.2,20.0,2.0,3.2,26.5,4.382470119521913,72.4,25.84
429,Oman,2010,18757.0,9.8,3.04,152.0,5534.539473684211,108.99095394736841,1.3522,62.691,35.9569,62.0,4.0,918.75,256.0,35.8,352.63157894736844,2.744,0.0,118.6,100.0,9.8,75.1,18.0,3.8,2.9,26.8,29.934210526315788,75.2,27.82
430,Oman,2015,16411.0,13.6,4.2,184.4,695.0,83.46285714285713,1.8698,50.9567,47.1735,70.0,3.3,785.952380952381,262.0,73.5,535.0,4.3054,1.2,142.9,109.4,9.6,76.2,17.0,6.5,2.9,43.2,92.85714285714285,81.4,27.43
431,Pakistan,2005,765.0,199.7,153.91,106.4,-58.774608537456956,112.13012149957768,24.4883,21.2202,54.2915,51.2,7.7,13.124553310376195,17.0,6.3,5.37976739653044,2.7079,21.3,100.6,55.3,84.0,63.3,249.0,2.1,4.2,2.1,10065.902150607499,34.0,1.72
432,Pakistan,2010,1023.0,221.3,170.56,105.8,-94.53564727954972,109.96920731707318,24.2921,20.5754,55.1325,51.6,0.7,13.209427767354596,18.0,8.0,5.851313320825516,2.5968,22.2,113.4,100.0,76.9,64.4,211.0,2.1,4.0,2.3,24337.617260787993,35.0,1.8
433,Pakistan,2015,1410.0,245.7,189.38,105.6,-115.64579153025663,104.79893336149541,25.0525,20.0813,54.8662,53.2,3.6,12.688773893758581,18.0,14.0,4.831555602492344,2.6871,20.7,130.7,145.3,69.8,65.9,178.0,2.1,3.7,1.9,18164.35209631429,36.0,1.8
434,Palau,2005,9611.0,43.3,0.02,116.2,-7150.0,90.25,4.3652,16.5778,79.057,67.5,4.2,393.0660353983864,156.0,27.0,3150.0,9.0493,0.0,114.21768913801365,80.5,13.3,73.0,66.27114260033741,0.8,2.2,30.4,50.0,71.2,10.3
435,Palau,2010,8932.0,44.5,0.02,115.4,-4800.0,90.25,4.2292,10.9872,84.7836,67.5,4.2,1221.5831974518787,141.0,27.0,3800.0,11.6086,0.0,127.69846662631998,100.0,13.3,73.0,111.97876899990645,0.6,2.2,26.8,50.0,74.8,11.64
436,Palau,2015,13768.0,46.3,0.02,114.6,-7200.0,90.25,3.1329,7.9447,88.9224,67.5,4.2,329.23018069406754,144.0,27.0,7800.0,10.5115,0.0,87.13681107257648,117.9,13.3,73.0,29.27702220408184,0.8,2.2,23.2,50.0,78.2,17.03
437,Panama,2005,4718.0,44.8,3.33,101.3,-957.6576576576576,129.17477477477476,6.5533,16.1044,77.3424,64.5,10.3,9.60960960960961,37.0,11.5,332.7327327327327,6.1966,16.7,98.8,81.3,19.8,75.5,87.0,1.9,2.7,3.5,3734.5345345345345,63.7,3.83
438,Panama,2010,8081.0,49.0,3.64,100.9,-1579.9450549450548,120.80934065934065,3.7746,20.068,76.1574,63.5,6.5,7.142857142857142,39.0,40.1,720.054945054945,7.0028,8.5,106.7,100.0,16.8,76.4,101.0,1.8,2.6,4.3,4823.626373626374,65.1,4.24
439,Panama,2015,13684.0,53.4,3.97,100.6,245.088161209068,105.1778337531486,2.8267,28.9016,68.2717,64.9,4.5,9.06801007556675,43.0,51.2,1449.3702770780856,6.7947,19.3,115.2,119.6,15.2,77.3,94.0,1.7,2.6,4.7,4872.2921914357685,66.7,4.45
440,Papua New Guinea,2005,1158.0,13.9,6.31,103.4,245.32488114104598,84.27242472266245,22.6858,34.0475,43.2667,61.0,2.5,27.57527733755943,21.0,1.7,1.4263074484944533,2.4578,0.9,98.6,77.1,55.5,62.6,277.0,2.5,4.4,0.5,1606.6561014263075,13.1,2.22
441,Papua New Guinea,2010,2005.0,15.7,7.11,103.5,252.0393811533052,74.79029535864979,20.2311,34.2243,45.5446,48.2,2.0,13.361462728551336,20.0,1.3,0.2812939521800281,2.1076,0.9,112.7,100.0,51.9,64.2,238.0,2.4,4.1,0.4,1364.1350210970463,13.0,2.08
442,Papua New Guinea,2015,2899.0,17.5,7.92,103.5,743.3080808080808,67.14128787878788,19.6004,29.9259,50.4737,47.1,2.6,53.282828282828284,23.0,7.9,0.6944444444444444,2.5079,2.7,121.7,127.8,49.0,65.0,215.0,2.2,3.8,0.4,1251.2626262626263,13.0,2.16
443,Paraguay,2005,1507.0,14.6,5.8,102.6,-20.862068965517242,161.03362068965518,19.5604,34.7587,45.6809,70.9,4.8,49.6551724137931,31.0,7.9,16.551724137931036,4.9812,10.0,98.4,71.4,35.5,70.8,159.0,1.8,3.2,2.9,10.0,57.6,4.92
444,Paraguay,2010,3228.0,15.6,6.21,103.0,-566.3446054750402,135.15152979066025,22.5272,30.1068,47.366,69.0,4.6,52.65700483091788,38.0,19.8,39.130434782608695,6.2259,12.5,142.7,100.0,32.0,71.8,139.0,1.4,2.9,2.6,18.51851851851852,59.3,5.56
445,Paraguay,2015,4109.0,16.7,6.64,103.0,-295.7831325301205,133.53057228915662,19.242,29.6052,51.1529,69.6,4.6,49.54819277108434,39.0,49.7,52.40963855421687,7.8198,15.0,167.7,124.8,28.8,72.7,132.0,1.3,2.6,2.4,30.120481927710845,60.8,5.81
446,Peru,2005,2755.0,21.6,27.61,99.9,167.04092720028976,147.67696486780153,7.5283,37.735,54.7367,72.7,4.9,15.755161173487867,20.0,17.1,52.08257877580587,4.5501,18.3,99.8,87.1,27.4,71.6,114.0,1.3,2.8,0.3,42.91923216226005,75.0,2.34
447,Peru,2010,5022.0,22.9,29.37,99.8,198.9104528430371,128.11307456588355,7.4587,39.0765,53.4648,79.1,3.5,26.69390534559074,27.0,34.8,84.26966292134831,4.7371,27.5,131.0,100.0,21.0,73.1,92.0,1.2,2.6,0.3,48.04221995233231,76.4,2.77
448,Peru,2015,6053.0,24.5,31.38,99.8,-138.91013384321224,111.96427660930529,7.701,33.1301,59.1689,76.1,3.0,30.433397068196303,30.0,40.9,131.93116634799236,5.1211,22.3,151.3,117.8,18.6,74.2,68.0,1.3,2.5,0.3,56.50095602294455,77.4,2.82
449,Philippines,2005,1195.0,289.3,86.27,101.0,-95.43294308566131,151.6604149762374,12.6704,33.8491,53.4805,61.9,3.8,8.832734438391098,17.0,5.4,33.18650747652718,3.9004,15.3,99.4,107.0,28.1,67.5,127.0,2.0,3.7,0.3,10.5830532050539,45.7,1.67
450,Philippines,2010,2130.0,314.3,93.73,101.9,-74.36253067321029,146.89429211565133,12.3193,32.5815,55.0992,62.2,3.6,9.858103061986556,17.0,25.0,36.711831857462926,4.3128,21.0,112.0,107.0,25.0,68.1,129.0,1.7,3.3,0.2,1492.5104022191401,45.3,1.65
451,Philippines,2015,2878.0,341.1,101.72,101.5,-113.10460086511993,142.08670861187574,10.2645,30.9093,58.8262,62.5,3.0,9.821077467558002,20.0,53.7,63.0652772316162,4.3214,27.2,116.0,107.0,22.2,68.6,114.0,1.6,3.1,0.2,3796.3330711757767,46.3,1.74
452,Poland,2005,7980.0,125.3,38.36,93.9,-317.02294056308654,71.00263295099062,3.2979,32.8037,63.8984,55.1,17.8,85.5318039624609,102.0,38.8,186.67883211678833,5.8073,20.2,98.4,104.05,7.1,74.6,6.0,-0.1,1.3,1.9,164.38998957247134,61.5,9.6
453,Poland,2010,12507.0,125.1,38.32,93.6,-445.27661795407096,58.322990605427975,2.9167,33.1657,63.9176,55.9,9.6,73.2776617954071,111.0,62.3,261.9258872651357,6.4191,20.0,101.1,100.0,5.7,75.6,4.0,0.0,1.4,1.7,481.3152400835073,60.9,9.82
454,Poland,2015,12481.0,125.0,38.27,93.4,124.51006009929448,60.25874052782858,2.4812,34.1006,63.4182,56.7,7.5,74.20956362686177,105.0,68.0,296.7076038672589,6.3434,24.1,106.8,108.1,4.5,77.0,3.0,0.0,1.3,1.6,758.7143977005487,60.3,9.43
455,Portugal,2005,18674.0,115.4,10.57,93.7,-2387.1333964049195,71.21466414380322,2.6466,24.6366,72.7167,62.0,7.6,14.285714285714285,105.0,35.0,855.4399243140965,9.4334,19.1,97.0,91.8,4.5,77.6,12.0,0.4,1.5,7.3,34.34247871333964,57.5,7.76
456,Portugal,2010,22371.0,116.3,10.65,91.9,-2654.2723004694835,68.87464788732395,2.1875,22.6242,75.1883,61.0,10.8,22.72300469483568,91.0,53.3,1219.2488262910797,9.8195,27.4,105.4,100.0,3.3,79.3,11.0,0.2,1.4,7.2,45.72769953051643,60.6,6.14
457,Portugal,2015,19141.0,113.8,10.42,90.0,-1114.3953934740882,63.025623800383876,2.3505,22.3941,75.2553,58.6,12.4,21.497120921305182,87.0,68.6,1518.5220729366604,8.9718,31.3,116.8,107.0,2.9,80.5,10.0,-0.4,1.3,8.3,129.94241842610364,63.5,5.89
461,Qatar,2005,51489.0,74.5,0.86,208.4,18258.13953488372,81.38488372093023,0.1341,74.5668,25.2991,80.3,1.2,4323.2558139534885,886.0,24.7,14105.813953488372,2.5691,0.0,95.5,105.2,9.4,76.6,21.0,7.6,3.0,74.7,86.04651162790698,97.4,52.1
462,Qatar,2010,70306.0,153.3,1.78,313.7,29058.988764044945,49.84438202247191,0.1171,67.4903,32.3925,86.7,0.5,4173.033707865168,655.0,69.0,6815.168539325842,1.7892,0.0,132.1,105.2,7.8,77.0,16.0,14.4,2.2,81.8,711.7977528089888,98.5,39.13
463,Qatar,2015,66347.0,213.7,2.48,306.6,18290.725806451614,52.60645161290323,0.1539,56.3678,43.4783,87.6,0.2,3756.451612903226,737.0,92.9,4891.532258064516,3.0996,0.0,167.5,105.2,7.2,77.7,13.0,6.6,2.0,68.0,577.8225806451613,98.9,36.82
464,South Korea,2005,18439.0,501.0,48.71,100.7,475.93923219051527,82.76719359474441,3.1474,37.4974,59.3551,62.1,3.7,36.46068569082324,186.0,73.5,170.19092588790804,4.891,13.0,99.9,86.2,5.0,77.2,14.0,0.6,1.2,1.0,12.071443235475261,81.3,11.24
465,South Korea,2010,22088.0,509.6,49.55,100.4,830.9384460141272,66.72474268415742,2.4711,38.2697,59.2592,60.8,3.7,37.43693239152372,211.0,83.7,289.94954591321897,6.2406,14.7,101.3,100.0,3.5,79.5,15.0,0.3,1.2,1.9,25.206861755802223,81.9,13.02
466,South Korea,2015,27331.0,520.4,50.59,100.2,1784.2656651512154,53.80047440205574,2.2908,38.3339,59.3753,62.5,3.6,41.84621466693022,225.0,89.9,376.6554655070172,7.0492,16.3,104.4,109.8,3.0,81.3,11.0,0.4,1.2,2.3,130.75706661395532,81.6,13.43
